Genotyping_Sample_ID	Cluster	EV.1	EV.2	EV.3	EV.4	EV.5
MSSM_226	B	0.018552	-0.082449	0.006009	-0.01866	0.00641
MSSM_228	A	0.021945	0.02914	0.006073	-0.000396	0.000533
MSSM_229	B	0.017507	-0.085893	-0.002219	-0.061094	-0.008231
MSSM_230	D	-0.084027	0.000927	0.030297	-0.001316	-0.013352
MSSM_231	C	-0.009986	-0.00716	-0.108579	0.017379	0.316587
MSSM_232	F	0.020024	-0.019649	0.00635	0.093667	-0.017315
MSSM_233	F	0.019388	-0.042685	0.000768	0.107958	0.035842
MSSM_234	B	0.018831	-0.079212	0.004059	-0.036125	-0.034716
MSSM_236	C	-0.041939	-0.001356	-0.214862	-0.012259	0.0177
MSSM_237	B	0.020629	-0.030505	0.009314	-0.039045	0.02182
MSSM_238	A	0.021262	0.03626	0.004463	-0.020258	-0.008607
MSSM_239	F	0.020991	-0.023511	0.003328	0.077559	-0.02418
MSSM_240	A	0.015761	0.032882	0.001611	-0.015671	0.019331
MSSM_241	A	0.020819	0.032012	0.003863	0.001825	0.018879
MSSM_242	A	0.021405	0.0298	-0.001891	-0.007765	0.0011
MSSM_243	B	0.018864	-0.076256	0.007197	-0.053497	-0.012456
MSSM_244	C	-0.030401	-0.002906	-0.141134	0.031041	0.039916
MSSM_245	A	0.021058	0.005313	0.005755	-0.0448	0.026633
MSSM_246	C	0.002476	-0.008271	-0.149615	-0.004533	-0.503296
MSSM_248	B	0.017541	-0.092213	0.001373	-0.016642	0.001343
MSSM_25	A	0.020617	0.025231	-0.000965	-0.006568	0.016414
MSSM_250	B	0.018591	-0.077294	0.007326	0.000677	-0.0025
MSSM_251	B	0.018761	-0.084062	0.006231	0.007098	0.039341
MSSM_253	A	0.020646	0.033371	-0.001451	-0.032604	0.018251
MSSM_254	A	0.021118	0.025317	0.004065	-0.023322	0.001072
MSSM_255	C	-0.051351	-0.000177	-0.055943	0.017334	0.095582
MSSM_256	A	0.0215	0.032008	-0.004882	-0.019167	-0.003357
MSSM_257	A	0.021427	0.030133	0.005873	-0.037	0.01703
MSSM_258	A	0.021299	0.030141	0.002255	-0.043596	0.003914
MSSM_259	D	-0.081934	0.000808	0.02044	-0.002989	-0.004009
MSSM_26	G	0.020466	-0.020247	0.0035	0.048626	-0.036019
MSSM_260	F	0.018002	-0.035286	0.002827	0.113832	-0.01079
MSSM_261	A	0.020812	0.03028	-0.000714	-0.025081	-0.006438
MSSM_262	D	-0.085843	0.000875	0.022198	-0.004012	-0.010041
MSSM_264	B	0.01797	-0.100609	0.004118	-0.05862	0.042564
MSSM_265	B	0.017717	-0.081848	0.002885	-0.034368	0.017507
MSSM_266	B	0.018282	-0.080428	0.007119	-0.044177	0.013282
MSSM_268	C	-0.053073	-0.005004	-0.194457	-0.022222	-0.161712
MSSM_269	B	0.018415	-0.074763	0.005929	-0.01991	0.014599
MSSM_27	D	-0.086492	0.000863	0.025812	-0.001774	-0.015467
MSSM_270	B	0.017648	-0.080899	-0.006656	-0.040587	-0.015075
MSSM_271	C	-0.048903	-0.001836	-0.09701	0.010581	0.015723
MSSM_272	A	0.021671	0.027277	0.003836	-0.021731	0.012877
MSSM_273	A	0.02098	0.033025	0.003821	-0.016374	-0.021015
MSSM_274	A	0.020549	0.031584	-0.003647	-0.003144	0.018691
MSSM_276	D	-0.087157	0.00083	0.024373	0.000307	0.001513
MSSM_277	B	0.020732	-0.028497	0.001305	-0.03273	0.028434
MSSM_278	C	-0.040643	-0.001944	-0.102488	-0.004434	0.10911
MSSM_279	D	-0.080551	0.000982	0.035962	0.000456	0.006669
MSSM_28	B	0.018321	-0.0874	0.006772	-0.032828	-0.010492
MSSM_280	B	0.019213	-0.078269	0.008591	-0.020046	0.012552
MSSM_281	A	0.021649	0.018892	-0.001208	-0.026538	0.009628
MSSM_282	B	0.020324	-0.029417	0.006801	-0.041661	0.002201
MSSM_284	A	0.020944	0.031974	0.002163	-0.001676	0.011895
MSSM_286	E	0.020509	0.019521	-0.000287	0.011686	-0.008391
MSSM_287	C	0.013238	-0.053326	-0.05526	0.10595	-0.155141
MSSM_288	B	0.018357	-0.072742	-0.004541	-0.013171	0.04669
MSSM_289	G	0.020553	-0.003445	0.005903	0.060937	-0.01327
MSSM_29	C	-0.043221	-0.002348	-0.302749	-0.023339	0.017787
MSSM_290	B	0.020824	-0.02779	0.007287	-0.025085	0.003436
MSSM_291	A	0.021238	0.01768	0.001573	0.000456	0.015344
MSSM_293	A	0.021324	0.038699	-0.001354	-0.027054	-0.001594
MSSM_295	A	0.021589	0.032609	0.000296	-0.03308	-0.033613
MSSM_296	D	-0.080132	0.001043	0.033209	-0.004512	-0.005039
MSSM_297	B	0.018197	-0.076924	0.001692	-0.040262	0.001726
MSSM_298	C	-0.034515	-0.006666	-0.125827	0.035588	0.039118
MSSM_299	A	0.021557	0.0279	-0.000739	-0.029159	0.032643
MSSM_3	A	0.021563	0.03682	-0.000829	-0.02983	-0.022331
MSSM_30	D	-0.087253	0.000885	0.02413	-0.002	-0.006307
MSSM_300	B	0.017485	-0.076335	-0.008502	-0.04926	0.001462
MSSM_301	A	0.02148	0.025552	0.000411	-0.035436	0.025302
MSSM_302	A	0.021896	0.0272	0.004784	-0.028448	0.020599
MSSM_303	A	0.021029	0.034109	0.003613	-0.026633	0.031014
MSSM_304	A	0.020601	0.014377	0.003982	0.004148	3e-05
MSSM_305	A	0.020829	0.036125	-0.001355	0.000127	0.025294
MSSM_306	B	0.018677	-0.081377	0.003926	-0.01838	-0.027014
MSSM_308	F	0.018769	-0.033039	0.001568	0.100192	-0.034073
MSSM_309	D	-0.086188	0.000948	0.028551	-0.002295	-0.015665
MSSM_31	D	-0.087306	0.000845	0.022477	-0.000431	-0.002905
MSSM_310	A	0.021311	0.038275	0.00663	-0.036145	0.012682
MSSM_311	G	0.020496	-0.007581	0.005913	0.05159	0.005629
MSSM_312	B	0.017512	-0.097946	0.003253	-0.076481	-0.010391
MSSM_313	B	0.018431	-0.080206	0.003506	-0.024898	-0.006295
MSSM_314	D	-0.084419	0.000822	0.024533	-0.001427	-0.012142
MSSM_315	A	0.021662	0.031001	0.002895	-0.0393	-0.031197
MSSM_316	A	0.021842	0.032077	0.002359	0.004447	0.011288
MSSM_319	D	-0.082124	0.000891	0.0284	-0.000975	0.011756
MSSM_32	B	0.018322	-0.083242	0.001466	0.021655	0.000949
MSSM_320	G	0.020845	-0.005201	0.001609	0.031754	-0.028221
MSSM_321	G	0.019983	-0.003666	0.001011	0.06788	-0.029776
MSSM_323	D	-0.084631	0.000765	0.017893	-0.003091	-0.006987
MSSM_326	A	0.020968	0.031232	0.000847	-0.041826	0.011486
MSSM_327	C	-0.05966	-0.00176	-0.044358	0.002479	0.058397
MSSM_328	A	0.021146	0.024904	-0.001129	-0.009211	0.01273
MSSM_329	B	0.019128	-0.0767	0.003003	-0.021913	-0.021768
MSSM_33	B	0.01856	-0.097452	0.005369	-0.032341	0.019449
MSSM_330	B	0.018213	-0.088129	0.007861	-0.020482	0.01682
