Gene Symbol,Affymetrix ID,Module Assigned
2010004B12Rik,1451432_x_at,NA
2010004B12Rik,1453301_a_at,NA
2010004B12Rik,1429850_x_at,NA
2010004O20Rik,1448840_at,NA
2010005H15Rik,1449909_at,NA
2010008E23Rik,1452446_a_at,NA
2010011I20Rik,1424695_at,NA
2010011I20Rik,1424694_at,black
2010011I20Rik,1451450_at,black
2010012C16Rik,1450943_at,NA
2010012O05Rik,1419299_at,NA
2010100O12Rik,1420642_a_at,NA
2010106E10Rik,1421489_a_at,NA
2010106G01Rik,1425193_at,NA
2010106G01Rik,1450459_at,NA
2010106G01Rik,1452225_at,NA
2010107E04Rik,1428258_at,NA
2010107G23Rik,1424072_at,grey
2010109I03Rik,1449496_at,NA
2010109N14Rik,1435524_at,NA
2010110M21Rik,1418002_at,NA
2010111I01Rik,1460695_a_at,NA
2010111I01Rik,1435089_at,NA
2010204K13Rik,1421498_a_at,orange
2010209O12Rik,1452170_at,NA
2010300G19Rik,1423649_at,grey
2010301N04Rik,1430297_a_at,NA
2010301N04Rik,1419773_at,NA
2010305A19Rik,1424520_at,turquoise
2010305C02Rik,1432282_a_at,NA
2010308M01Rik,1438712_at,NA
2010308M01Rik,1451363_a_at,NA
2010309E21Rik,1417075_at,NA
2010311D03Rik,1417573_at,NA
2010315L10Rik,1451130_at,grey
2010315L10Rik,1423817_s_at,NA
2010321M09Rik,1426347_at,NA
2200003E03Rik,1416456_a_at,NA
2210008M09Rik,1454681_at,NA
2210010C04Rik,1422436_at,NA
2210010C04Rik,1422435_at,NA
2210010C04Rik,1422434_a_at,NA
2210010L05Rik,1424463_at,NA
2210010L05Rik,1424464_s_at,turquoise
2210010L05Rik,1419124_at,turquoise
2210010N04Rik,1434175_s_at,NA
2210010N04Rik,1423989_at,NA
2210012G02Rik,1418662_at,NA
2210013K02Rik,1431284_a_at,grey
2210013M04Rik,1436336_at,NA
2210016F16Rik,1452744_at,NA
2210016F16Rik,1428331_at,NA
2210016L21Rik,1433690_at,NA
2210018M03Rik,1456869_at,NA
2210018M03Rik,1435015_at,NA
2210018M03Rik,1437925_at,NA
2210021J22Rik,1451409_at,NA
2210023G05Rik,1424968_at,NA
2210403B10Rik,1427975_at,green
2210403N09Rik,1426816_at,NA
2210407C18Rik,1425233_at,NA
2210409B01Rik,1416596_at,NA
2210409B22Rik,1433645_at,green
2210409E12Rik,1449344_s_at,NA
2210409E12Rik,1419106_at,NA
2210409M21Rik,1430656_a_at,brown
2210411K19Rik,1433530_at,NA
2210412D01Rik,1423519_at,NA
2210415F13Rik,1451441_at,NA
2210415M20Rik,1424417_at,NA
2210415M20Rik,1451343_at,NA
2210417D09Rik,1420328_at,NA
2210418O10Rik,1449910_at,NA
2210419D22Rik,1428500_at,NA
2300002G24Rik,1453092_at,NA
2300003P22Rik,1452732_at,NA
2300006N05Rik,1420599_at,NA
2310001A20Rik,1439262_x_at,NA
2310001A20Rik,1452159_at,NA
2310001H12Rik,1424872_at,NA
2310001H13Rik,1428327_at,NA
2310001H13Rik,1452742_at,NA
2310001N14Rik,1418952_at,NA
2310001N14Rik,1418951_at,NA
2310002J15Rik,1437145_s_at,NA
2310002J15Rik,1450532_at,NA
2310002J21Rik,1456393_at,NA
2310003F16Rik,1423206_s_at,NA
2310003F16Rik,1425087_at,NA
2310003L22Rik,1428745_a_at,blue
2310004I03Rik,1428698_at,brown
2310004I24Rik,1450987_a_at,NA
2310004K06Rik,1448867_at,NA
2310004K06Rik,1417874_at,NA
2310004L02Rik,1416775_at,grey
2310004N24Rik,1427895_at,NA
2310005E10Rik,1425685_at,NA
2310005E10Rik,1425684_at,NA
2310005N03Rik,1428619_at,NA
2310005O14Rik,1428134_at,grey
2310005P05Rik,1417877_at,red
2310007F12Rik,1435170_at,NA
2310007F12Rik,1426939_at,NA
2310007F12Rik,1437369_at,NA
2310007F21Rik,1438379_x_at,NA
2310007F21Rik,1424016_at,grey
2310007H09Rik,1452889_at,NA
2310008H04Rik,1451171_at,NA
2310008H09Rik,1435690_at,NA
2310008H09Rik,1420548_a_at,NA
2310008M10Rik,1449139_at,NA
2310009E04Rik,1452799_at,NA
2310010G13Rik,1451433_at,NA
2310010I16Rik,1420517_at,NA
2310010I16Rik,1449887_at,NA
2310010J17Rik,1439962_at,NA
2310011J03Rik,1452043_at,midnightblue
2310012P17Rik,1418684_at,NA
2310014H01Rik,1431299_a_at,NA
2310014H19Rik,1425404_a_at,NA
2310014L17Rik,1435572_at,NA
2310015I08Rik,1419201_at,NA
2310015J09Rik,1449387_at,NA
2310015N07Rik,1428505_at,green
2310016A09Rik,1451322_at,grey
2310016C08Rik,1421031_a_at,NA
2310016C16Rik,1424099_at,NA
2310016E02Rik,1435522_a_at,NA
2310016E02Rik,1432322_at,NA
2310016F22Rik /// LOC223672,1424518_at,NA
2310016M24Rik,1455006_at,NA
2310016N21Rik,1422927_at,NA
2310020A21Rik,1429457_at,NA
2310022A10Rik,1431712_a_at,NA
2310022K01Rik,1452715_at,NA
2310028N02Rik,1417031_at,NA
2310028N02Rik,1448552_s_at,NA
2310028N02Rik,1438914_at,NA
2310028N02Rik,1417030_at,NA
2310028N02Rik,1438082_at,NA
2310028O11Rik,1433616_a_at,NA
2310028O11Rik,1455126_x_at,NA
2310030G06Rik,1449357_at,NA
2310031A18Rik,1427356_at,NA
2310032D16Rik,1429144_at,turquoise
2310033F14Rik,1460344_at,NA
2310033P09Rik,1418999_at,NA
2310034C09Rik,1449986_at,NA
2310035K24Rik,1428241_at,NA
2310035K24Rik,1432295_a_at,NA
2310036D22Rik,1452290_at,NA
2310036O22Rik,1428201_at,NA
2310037I24Rik,1416171_at,NA
2310037P21Rik,1452652_at,NA
2310037P21Rik,1437750_at,NA
2310037P21Rik,1428074_at,yellow
2310038H17Rik,1449274_at,NA
2310038H17Rik,1449275_at,NA
2310038H17Rik,1418928_a_at,NA
2310039E09Rik,1420551_at,NA
2310039H08Rik,1417348_at,NA
2310040A13Rik,1451220_at,NA
2310040A13Rik,1428039_at,NA
2310040A13Rik,1431227_at,NA
2310040A13Rik,1449197_at,NA
2310040C09Rik,1453184_at,NA
2310040C09Rik,1429536_at,NA
2310040M23Rik,1449963_at,NA
2310040M23Rik,1430509_at,NA
2310042E22Rik,1423494_at,NA
2310042G06Rik,1448543_at,turquoise
2310042L06Rik,1427657_at,NA
2310042M24Rik,1452130_at,blue
2310042M24Rik /// LOC433144,1437454_a_at,NA
2310042N02Rik,1430483_a_at,NA
2310043L02Rik,1449560_at,NA
2310043N10Rik,1428083_at,NA
2310043N13Rik,1421383_at,NA
2310044D20Rik,1419171_at,NA
2310044D20Rik,1419170_at,NA
2310044G17Rik,1424913_at,NA
2310044H10Rik,1424038_a_at,midnightblue
2310044P18Rik,1424006_at,NA
2310045A20Rik,1452227_at,turquoise
2310046K01Rik,1429292_a_at,NA
2310047B19Rik,1452201_at,NA
2310047B19Rik,1431442_at,NA
2310047M15Rik,1435431_at,NA
2310047O13Rik,1418963_at,brown
2310050C09Rik,1417808_at,NA
2310050N11Rik,1460401_at,NA
2310051E17Rik,1428288_at,lightyellow
2310051M13Rik,1421684_at,NA
2310056K19Rik,1449860_at,NA
2310056P07Rik,1451385_at,NA
2310057D15Rik,1423705_at,purple
2310057D15Rik,1437327_x_at,NA
2310057G13Rik,1428823_at,NA
2310057J18Rik /// 2310065H11Rik,1419643_s_at,NA
2310057N15Rik,1421575_at,NA
2310061B02Rik,1417162_at,NA
2310061C15Rik,1452597_at,grey
2310061C15Rik,1427922_at,NA
2310061C15Rik,1427921_s_at,turquoise
2310061G07Rik,1417942_at,NA
2310061I04Rik,1434155_a_at,grey
2310061I04Rik,1437985_a_at,NA
2310061I09Rik,1451265_at,brown
2310061J03Rik,1449304_at,NA
2310065K24Rik,1417243_at,NA
2310066E14Rik,1424239_at,lightyellow
2310066I10Rik,1449918_at,NA
2310067B10Rik,1426984_at,NA
2310067E08Rik,1426543_x_at,black
2310067E08Rik,1426542_at,black
2310067E08Rik,1426541_a_at,black
2310067E08Rik,1426540_at,black
2310067L16Rik,1429280_at,NA
2310067L16Rik,1453084_s_at,NA
2310069N01Rik,1420741_x_at,NA
2310073E15Rik,1428534_at,NA
2310075A12Rik,1428246_at,pink
2310075A12Rik,1428247_at,NA
2310075C12Rik,1417222_a_at,NA
2310075C12Rik,1448623_at,NA
2310075G12Rik,1451523_a_at,NA
2310076L09Rik,1424937_at,NA
2310076O21Rik,1451304_at,NA
2310079F23Rik,1460410_at,NA
2310079N02Rik,1417779_at,NA
2310079P12Rik,1415718_at,grey
2400001E08Rik,1427572_at,NA
2400001E08Rik,1434124_x_at,NA
2400001E08Rik,1448718_at,NA
2400001E08Rik /// LOC433216,1417463_a_at,NA
2400002F11Rik,1451058_at,NA
2400003C14Rik,1423837_at,NA
2400003C14Rik,1423838_s_at,NA
2400003N08Rik,1427897_s_at,NA
2400003N08Rik,1427896_at,NA
2400006H24Rik,1448740_at,blue
2400009B11Rik,1418924_at,NA
2400010G15Rik,1424259_at,NA
2410001C21Rik,1460362_at,NA
2410001C21Rik,1424564_at,NA
2410001H17Rik,1455752_a_at,NA
2410001H17Rik,1421993_a_at,NA
2410002F23Rik,1460672_at,NA
2410002I01Rik,1428088_at,NA
2410002O22Rik,1418667_at,NA
2410003A14Rik,1439461_x_at,NA
2410003A14Rik,1428213_at,NA
2410003B16Rik,1427228_at,NA
2410003P15Rik,1448337_at,grey
2410003P15Rik,1416436_a_at,NA
2410004B18Rik,1419174_at,NA
2410004C24Rik,1456608_at,NA
2410004L22Rik,1418719_at,grey
2410004N11Rik,1448302_at,NA
2410004N11Rik,1416323_at,NA
2410004N11Rik,1416324_s_at,NA
2410005H09Rik,1424490_at,NA
2410005K17Rik,1425616_a_at,NA
2410005O16Rik,1438034_at,NA
2410005O16Rik,1418658_at,NA
2410007P03Rik,1439032_at,NA
2410008J05Rik,1451181_at,grey
2410012H22Rik,1428515_at,purple
2410012M04Rik,1452839_at,NA
2410012M04Rik,1439049_at,NA
2410015B03Rik,1451692_at,NA
2410015M20Rik,1427237_at,NA
2410015M20Rik,1427909_at,NA
2410015N17Rik,1416439_at,NA
2410016F19Rik,1420625_at,NA
2410016F19Rik,1420626_at,NA
2410016O06Rik,1448413_at,midnightblue
2410017P07Rik,1454047_a_at,NA
2410017P07Rik,1430848_a_at,NA
2410018C17Rik,1451118_a_at,NA
2410018C20Rik,1426549_at,NA
2410018C20Rik,1417146_at,NA
2410018G20Rik,1452591_a_at,NA
2410018L13Rik,1430845_at,NA
2410019G02Rik,1455315_at,NA
2410022L05Rik,1420114_s_at,NA
2410022L05Rik,1420113_s_at,green
2410022L05Rik,1448971_at,grey
2410024A21Rik,1424702_a_at,NA
2410026K10Rik,1430514_a_at,NA
2410026K10Rik,1453556_x_at,NA
2410026K10Rik,1428850_x_at,grey
2410042D21Rik,1426495_at,NA
2410066E13Rik,1422107_at,NA
2410075B13Rik,1425146_at,NA
2410075B13Rik,1425147_at,NA
2410081M15Rik,1452063_at,NA
2410091C18Rik,1427904_s_at,NA
2410104I19Rik,1416438_at,purple
2410116G06Rik,1418994_at,NA
2410116I05Rik,1421496_at,NA
2410116I05Rik,1451355_at,NA
2410129E14Rik,1449682_s_at,NA
2410129E14Rik,1452679_at,midnightblue
2410129E14Rik,1419966_at,NA
2410129E14Rik,1449683_x_at,NA
2410141M05Rik,1428997_at,NA
2410166I05Rik,1420058_s_at,grey
2410166I05Rik,1420059_at,NA
2410166I05Rik,1426374_at,grey
2410195B05Rik,1426406_at,NA
2410195B05Rik,1460687_at,NA
2500001H09Rik,1427159_at,NA
2500001H09Rik,1427160_at,NA
2500001K11Rik,1452093_at,NA
2500002G23Rik,1429541_at,NA
2500002L14Rik,1423729_a_at,NA
2500003M10Rik,1423408_a_at,brown
2500003M10Rik,1423409_a_at,purple
2510001I10Rik,1429367_at,NA
2510001I10Rik,1428882_at,NA
2510002A14Rik,1427199_at,orange
2510002A14Rik,1415758_at,grey
2510002D24Rik,1457675_at,NA
2510005D08Rik,1449072_a_at,NA
2510005D08Rik,1435270_x_at,NA
2510005D08Rik,1435269_at,NA
2510005D08Rik,1418386_at,grey
2510006C20Rik,1419074_at,NA
2510006D16Rik,1425054_a_at,purple
2510009E07Rik,1428097_at,NA
2510010F15Rik,1432426_a_at,NA
2510010F15Rik,1451272_a_at,NA
2510010F15Rik,1450275_x_at,NA
2510010F15Rik,1429568_x_at,NA
2510015F01Rik,1424882_a_at,NA
2510027J23Rik,1420732_at,NA
2510027N19Rik,1455927_x_at,grey
2510039O18Rik,1438646_x_at,NA
2510039O18Rik,1451078_at,NA
2510042P03Rik,1423672_at,NA
2510048L02Rik,1420430_a_at,NA
2510048O06Rik,1416979_at,purple
2510049I19Rik,1423217_a_at,NA
2510049I19Rik,1423216_a_at,NA
2600001B17Rik,1427998_at,NA
2600001J17Rik,1424971_at,NA
2600001M11Rik,1429126_at,NA
2600005C20Rik,1452118_at,orange
2600005C20Rik,1456117_at,red
2600005C20Rik,1452119_at,NA
2600005N12Rik,1452104_at,NA
2600005N12Rik,1452103_at,turquoise
2600009E05Rik,1434702_at,NA
2600009P04Rik,1455484_at,NA
2600009P04Rik,1435871_at,NA
2600011C06Rik,1428908_at,NA
2600011C06Rik,1428907_at,NA
2600011C06Rik,1425523_at,NA
2600011C06Rik,1425524_at,NA
2600011C06Rik,1425522_at,NA
2600013N14Rik,1428277_at,grey
2600014C01Rik,1451800_at,NA
2600016J21Rik,1417955_at,NA
2610001E17Rik,1424186_at,NA
2610001E17Rik,1424187_at,NA
2610001J05Rik,1448002_x_at,NA
2610001J05Rik,1428552_at,NA
2610002J02Rik,1431003_a_at,NA
2610002J02Rik,1438154_x_at,red
2610002J02Rik,1456310_a_at,red
2610002M06Rik,1419690_at,NA
2610003J06Rik,1424743_at,grey
2610005L07Rik,1453589_a_at,NA
2610005L07Rik,1429040_at,NA
2610005L07Rik,1452997_at,NA
2610009E16Rik,1428707_at,NA
2610009E16Rik,1452508_x_at,NA
2610009E16Rik,1428708_x_at,NA
2610012O22Rik,1423823_at,NA
2610015P09Rik,1427497_at,NA
2610016C23Rik,1432013_a_at,NA
2610016F04Rik,1426878_at,NA
2610016F04Rik,1426877_a_at,NA
2610018G03Rik,1419032_at,NA
2610018G03Rik,1419033_at,NA
2610019A05Rik,1428188_at,NA
2610019E17Rik,1419798_at,NA
2610019F03Rik,1428357_at,NA
2610019I03Rik,1418184_at,NA
2610019N19Rik /// Cog8,1423617_at,NA
2610020H08Rik,1420101_at,NA
2610020N02Rik,1426813_at,NA
2610020O08Rik,1449589_x_at,NA
2610020O08Rik,1419763_at,NA
2610024A01Rik,1428077_at,midnightblue
2610024E20Rik,1434620_s_at,NA
2610024G14Rik,1418222_at,NA
2610027L16Rik,1451039_at,NA
2610027O18Rik,1452086_at,NA
2610028A01Rik,1421089_a_at,NA
2610028F08Rik,1455893_at,brown
2610028H07Rik,1426289_at,NA
2610029G23Rik,1417921_at,orange
2610031L17Rik,1424036_at,NA
2610031L17Rik,1426026_at,NA
2610031L17Rik,1454789_x_at,grey
2610033H07Rik,1423991_at,NA
2610034E18Rik,1452606_at,NA
2610034M16Rik,1425408_a_at,NA
2610034N03Rik,1425052_at,NA
2610034N24Rik,1423806_at,red
2610036D13Rik,1427080_at,NA
2610036F08Rik,1425775_at,NA
2610036N15Rik,1451291_at,midnightblue
2610042O14Rik,1450057_at,NA
2610042O14Rik,1438206_a_at,NA
2610101J03Rik,1434942_at,NA
2610101J03Rik,1434941_s_at,NA
2610101N10Rik,1454914_at,NA
2610101N10Rik,1434300_at,NA
2610200G18Rik,1419652_s_at,NA
2610200G18Rik,1449553_at,turquoise
2610200G18Rik,1419651_at,NA
2610201A13Rik,1439516_at,NA
2610201A13Rik,1420268_x_at,NA
2610201A13Rik,1420267_at,NA
2610201A13Rik,1420269_at,NA
2610203C20Rik,1427437_at,NA
2610204K14Rik,1428966_at,NA
2610204L23Rik,1424636_at,brown
2610204L23Rik,1424637_s_at,NA
2610204L23Rik,1451420_at,NA
2610205E22Rik,1451278_a_at,grey
2610206B13Rik,1431624_a_at,NA
2610207F23Rik,1427493_at,NA
2610208E05Rik,1427934_at,NA
2610208E05Rik,1427935_at,NA
2610208M17Rik,1423870_at,NA
2610208M17Rik,1460345_at,NA
2610209A20Rik,1423357_at,NA
2610209M04Rik,1415714_a_at,NA
2610209M04Rik,1460697_s_at,brown
2610301B20Rik,1429451_at,midnightblue
2610301G19Rik,1426012_a_at,NA
2610304G08Rik,1427887_at,red
2610304G08Rik,1452581_at,NA
2610307O08Rik,1427911_at,NA
2610312B22Rik,1427877_at,NA
2610312B22Rik,1427876_at,NA
2610312F20Rik,1451778_at,NA
2610317D23Rik,1419512_at,NA
2610318G18Rik,1424782_at,NA
2610318G18Rik,1453731_a_at,NA
2610318K02Rik,1438369_x_at,NA
2610318K02Rik,1418124_at,NA
2610319K07Rik,1424293_s_at,blue
2610507B11Rik,1426820_at,NA
2610507B11Rik,1455905_at,blue
2610507L03Rik,1421948_a_at,black
2610507L03Rik,1421949_a_at,NA
2610510B01Rik,1428330_at,grey
2610510B01Rik /// LOC547290,1449904_at,NA
2610510J17Rik,1452305_s_at,NA
2610510J17Rik,1427105_at,NA
2610511E22Rik,1451315_at,NA
2610511O17Rik,1452665_at,midnightblue
2610524G07Rik,1431420_s_at,grey
2610524G07Rik,1431421_x_at,NA
2610524G07Rik,1431419_at,NA
2610524G07Rik,1448202_x_at,NA
2610524G07Rik,1439253_x_at,NA
2610524H06Rik,1429244_at,NA
2610528A11Rik,1435639_at,NA
2610528A15Rik,1437971_at,NA
2610528A17Rik,1428080_at,brown
2610528H13Rik,1451799_at,NA
2610528J11Rik,1450947_at,NA
2610528K11Rik,1428122_s_at,green
2610528K11Rik,1428123_at,NA
2610528K11Rik,1428121_at,NA
2610528M18Rik,1423620_at,NA
2610529C04Rik,1419459_a_at,NA
2610529H08Rik,1431072_a_at,NA
2610529H08Rik,1420523_at,NA
2610529H08Rik,1420522_at,NA
2700007P21Rik,1436859_at,NA
2700007P21Rik,1430586_at,NA
2700007P21Rik,1459902_at,NA
2700008B19Rik,1424686_at,NA
2700008B19Rik,1424687_at,NA
2700017M01Rik,1423810_at,NA
2700019D07Rik,1436899_at,NA
2700022B06Rik,1435977_at,red
2700023B17Rik,1457738_at,NA
2700029M09Rik,1452877_at,NA
2700038C09Rik,1428381_a_at,NA
2700038N03Rik,1417807_at,grey
2700049H19Rik,1427113_s_at,turquoise
2700049H19Rik,1427112_at,turquoise
2700050L05Rik,1451391_at,NA
2700050P07Rik,1418032_at,grey
2700055K07Rik,1416713_at,black
2700059D21Rik,1428238_at,NA
2700059D21Rik,1428237_at,pink
2700060E02Rik,1437450_x_at,NA
2700060E02Rik,1448238_at,NA
2700060E02Rik /// LOC545536,1435413_x_at,NA
2700062C07Rik,1450425_a_at,NA
2700067D09Rik,1419701_s_at,NA
2700067D09Rik,1457303_at,NA
2700069A02Rik,1426999_at,NA
2700069A02Rik,1431745_a_at,NA
2700069A02Rik,1419801_x_at,NA
2700078E11Rik,1451556_a_at,NA
2700078E11Rik,1434162_at,NA
2700078E11Rik,1424984_at,NA
2700078E11Rik,1424982_a_at,NA
2700078E11Rik,1424983_a_at,NA
2700078K21Rik,1432419_a_at,NA
2700085E05Rik,1428421_a_at,NA
2700087H15Rik,1437994_x_at,NA
2700087H15Rik,1423830_a_at,NA
2700087H15Rik,1451138_x_at,NA
2700089E24Rik,1460464_at,NA
2700089E24Rik,1453208_at,NA
2700091N06Rik,1425734_a_at,NA
2700091N06Rik,1454228_a_at,NA
2700091N06Rik,1429150_at,NA
2700094F01Rik,1426797_at,NA
2700094F01Rik,1452199_at,orange
2700094K13Rik,1436349_at,grey
2700097O09Rik,1428810_at,NA
2700099C18Rik,1427141_at,NA
2810002D13Rik,1428312_at,green
2810002D19Rik,1452312_at,NA
2810002I04Rik,1460744_at,NA
2810002I04Rik,1443874_at,NA
2810003C17Rik,1424263_at,NA
2810003C17Rik,1424262_at,NA
2810003C17Rik,1451287_s_at,NA
2810004N20Rik,1426581_at,grey
2810012G03Rik,1452669_at,pink
2810012H18Rik,1428311_at,NA
2810013E07Rik,1460609_at,NA
2810013E07Rik,1435250_at,NA
2810021B07Rik,1423623_at,NA
2810021G02Rik,1427349_x_at,NA
2810021G02Rik,1459931_a_at,NA
2810021O14Rik,1448317_at,NA
2810022L02Rik,1425913_a_at,grey
2810025M15Rik,1428452_at,blue
2810026P18Rik,1428529_at,NA
2810027O19Rik,1453758_at,NA
2810027O19Rik,1449345_at,NA
2810028N01Rik,1426609_at,NA
2810037C03Rik,1417913_at,NA
2810037C14Rik,1417062_at,black
2810040C05Rik,1430749_at,NA
2810043O03Rik,1430195_at,NA
2810046L04Rik,1427397_at,NA
2810046M22Rik,1419464_at,NA
2810048G17Rik,1417218_at,green
2810051F02Rik,1451634_at,NA
2810052M02Rik,1417128_at,NA
2810055E05Rik,1452084_at,NA
2810055F11Rik,1424692_at,NA
2810402A17Rik,1459914_at,NA
2810403A07Rik,1426365_at,NA
2810405F18Rik,1429110_a_at,NA
2810405F18Rik,1424839_a_at,NA
2810405J04Rik,1416445_at,grey
2810405K02Rik,1423266_at,NA
2810406C15Rik,1423847_at,NA
2810407C02Rik,1452167_at,NA
2810407L07Rik,1435243_at,NA
2810408B13Rik,1422172_x_at,NA
2810409H07Rik,1460391_at,brown
2810409H07Rik,1430053_a_at,brown
2810409H07Rik,1438094_x_at,green
2810409H07Rik,1432151_at,NA
2810410C14Rik,1427423_at,NA
2810410M20Rik,1423767_at,NA
2810417H13Rik,1419152_at,NA
2810417H13Rik,1419153_at,NA
2810417J12Rik,1438982_s_at,grey
2810417J12Rik,1424494_s_at,NA
2810418N01Rik,1452598_at,NA
2810421I24Rik,1426741_a_at,NA
2810421I24Rik,1438319_x_at,NA
2810421I24Rik,1452172_at,NA
2810422B04Rik,1428090_at,NA
2810422O20Rik,1429137_at,NA
2810423E13Rik,1452335_at,green
2810427I04Rik,1449307_at,green
2810428C21Rik,1424837_at,NA
2810428I15Rik,1418702_a_at,NA
2810429O05Rik,1418541_at,NA
2810429O05Rik,1453659_at,NA
2810429O05Rik,1453991_at,NA
2810429O05Rik,1418542_s_at,NA
2810430M08Rik,1417096_at,NA
2810432D09Rik,1427085_at,NA
2810432L12Rik,1423679_at,turquoise
2810433K01Rik,1450496_a_at,NA
2810433K01Rik,1432179_x_at,NA
2810433K01Rik,1425184_at,NA
2810437L13Rik,1434923_at,NA
2810439F02Rik,1426223_at,NA
2810439K08Rik,1426435_at,blue
2810439K08Rik,1452074_at,NA
2810441K11Rik,1453567_s_at,NA
2810441K11Rik,1426217_at,NA
2810443J12Rik,1428589_at,NA
2810443J12Rik,1429220_at,NA
2810443J12Rik,1428588_a_at,NA
2810443J12Rik,1428590_at,NA
2810443J12Rik,1429221_at,NA
2810449G22Rik,1419876_at,NA
2810452K22Rik,1425830_a_at,green
2810453I06Rik,1451975_at,NA
2810453I06Rik,1418389_at,NA
2810459M11Rik,1452354_at,NA
2810474O19Rik,1437110_at,NA
2810474O19Rik,1452397_at,NA
2810474O19Rik,1427334_s_at,NA
2810485I05Rik,1426985_s_at,NA
2810485I05Rik,1452268_at,NA
2810485I05Rik,1426986_at,NA
2900001O04Rik,1423958_a_at,NA
2900002H16Rik,1438438_at,NA
2900002H16Rik,1450449_a_at,NA
2900006A08Rik,1448019_at,NA
2900006B13Rik,1444186_at,NA
2900006B13Rik,1424745_at,NA
2900009I07Rik,1430769_s_at,NA
2900009I07Rik,1453981_at,NA
2900009I07Rik,1450411_at,NA
2900010J23Rik,1433480_at,NA
2900010M23Rik,1448685_at,NA
2900010M23Rik,1436810_x_at,NA
2900011O08Rik,1424624_at,NA
2900034E22Rik,1435315_s_at,NA
2900042B11Rik,1425935_at,NA
2900042B11Rik,1453016_at,grey
2900046G09Rik,1426729_at,green
2900054J07Rik,1420586_at,NA
2900057D21Rik,1427190_at,NA
2900064A13Rik,1417345_at,brown
2900064A13Rik,1417344_at,NA
2900073G15Rik,1450013_at,NA
2900073G15Rik,1420820_at,NA
2900073H19Rik,1431752_a_at,NA
2900073H19Rik,1424079_x_at,NA
2900073H19Rik,1431753_x_at,NA
2900083I11Rik,1421472_at,NA
2900084M01Rik,1424790_at,NA
2900086B20Rik,1435788_at,NA
2900091E11Rik,1452721_a_at,NA
2900091E11Rik,1456459_x_at,NA
2900092E17Rik,1449618_s_at,grey
2900092E17Rik,1424014_at,blue
2900092E17Rik,1449617_at,NA
2900093B09Rik,1419118_at,orange
2900097C17Rik,1432646_a_at,NA
2900097C17Rik,1428286_at,NA
3-Sep,1417414_at,NA
3010001K23Rik,1452134_at,midnightblue
3010003L21Rik,1415875_at,NA
3010025C11Rik,1459880_at,NA
3010026O09Rik,1448930_at,NA
3100002B05Rik,1416989_at,NA
3100002B05Rik,1436327_a_at,NA
3100002B05Rik,1455644_at,NA
3100002L24Rik,1436462_at,greenyellow
3100002L24Rik,1426558_x_at,NA
3100002L24Rik /// LOC329575 /// LOC433520 /// LOC433523 /// LOC433531 /// LOC545489 /// LOC545490 /// LOC545491 /// LOC545492,1427174_at,grey
3100004P22Rik,1415739_at,grey
3100004P22Rik,1454183_at,NA
3100004P22Rik /// 2310022K01Rik,1460641_a_at,NA
3110001A13Rik,1416892_s_at,NA
3110001A13Rik,1448509_at,NA
3110001A13Rik,1416893_at,NA
3110001D03Rik,1423317_at,NA
3110001I20Rik,1456120_at,NA
3110001I20Rik,1450642_at,pink
3110002H16Rik,1431330_at,NA
3110002H16Rik,1456716_s_at,black
3110003A17Rik,1426964_at,yellow
3110003A22Rik,1449122_at,NA
3110004L20Rik,1453004_at,greenyellow
3110005G23Rik,1424732_s_at,NA
3110005O21Rik,1451384_at,NA
3110006P09Rik,1426678_at,brown
3110006P09Rik,1426679_at,green
3110006P09Rik,1456177_x_at,NA
3110006P09Rik,1436686_at,NA
3110006P09Rik,1436687_x_at,NA
3110007F17Rik /// LOC546367 /// LOC546368,1452640_at,NA
3110009E18Rik,1428023_at,NA
3110023B02Rik,1424533_a_at,NA
3110023E09Rik,1449267_at,grey
3110023E09Rik,1418902_at,green
3110024A21Rik,1449946_a_at,NA
3110031B13Rik,1420507_a_at,NA
3110038O15Rik,1436912_at,grey
3110040N11Rik,1450972_at,pink
3110043J09Rik,1451320_at,NA
3110043O21Rik,1428468_at,blue
3110045G13Rik,1425268_a_at,NA
3110045G13Rik,1430853_a_at,NA
3110045G13Rik,1425267_a_at,NA
3110048E14Rik,1448678_at,NA
3110048L19Rik,1455433_at,NA
3110048L19Rik /// 6330416L07Rik,1437882_s_at,NA
3110049J23Rik,1449462_at,NA
3110056O03Rik,1434658_at,NA
3110057O12Rik,1455475_at,NA
3110057O12Rik,1452477_at,NA
3110070M22Rik,1418807_at,NA
3110079O15Rik,1453089_at,NA
3200002M19Rik,1424328_s_at,NA
3200002M19Rik,1424327_at,NA
3222401M22Rik,1452946_a_at,NA
3222401M22Rik,1428895_at,NA
3222401M22Rik,1451923_at,NA
3230401D17Rik,1416856_at,NA
3230401I01Rik,1424774_s_at,NA
3230401I01Rik,1451471_at,NA
3230401I01Rik,1451472_at,NA
3230401M21Rik,1426767_at,pink
3230402J05Rik,1454831_at,pink
3300001G02Rik,1428004_at,grey
3300001H21Rik,1434151_at,grey
3300001H21Rik,1454858_x_at,grey
3300001H21Rik,1421185_at,NA
3300001H21Rik /// MGI:3026615,1434150_a_at,grey
3300001H21Rik /// MGI:3026615 /// LOC554292,1421184_a_at,NA
3300001P08Rik,1451485_at,NA
3300001P08Rik,1424802_a_at,NA
3322402L07Rik,1452355_at,NA
3322402L07Rik,1427204_at,NA
