"","gene","Neuron","Astrocyte","Oligodendrocyte","Microglia","Endothelial"
"ENSG00000133315","MACROD1",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000172264","MACROD2",4.2,1.10833333333333,0.34,0.133333333333333,0.1
"ENSG00000235914","MACROD2-AS1",0.5,0.366666666666667,0.14,0.1,0.15
"ENSG00000002822","MAD1L1",0.1,0.1,0.1,0.1,0.15
"ENSG00000164109","MAD2L1",1.1,0.3,0.58,0.2,0.35
"ENSG00000124688","MAD2L1BP",2.4,1.8,1.92,1.73333333333333,0.8
"ENSG00000116670","MAD2L2",0.1,1.26666666666667,1.9,0.733333333333333,0.75
"ENSG00000099866","MADCAM1",0.2,0.1,0.14,0.1,0.1
"ENSG00000110514","MADD",6.3,2.425,1.86,1.8,1.8
"ENSG00000090316","MAEA",3.6,1.7,1.82,3.13333333333333,0.8
"ENSG00000143194","MAEL",0.6,0.508333333333333,0.42,0.1,0.1
"ENSG00000178573","MAF",4.5,1.63333333333333,1.64,10.4333333333333,0.75
"ENSG00000179632","MAF1",0.1,1.025,0.42,0.6,1.35
"ENSG00000182759","MAFA",0.1,0.1,0.1,0.1,0.1
"ENSG00000204103","MAFB",4.8,0.45,1.56,22.6333333333333,0.95
"ENSG00000185022","MAFF",1.3,2.01666666666667,3.72,13.3,8.05
"ENSG00000197063","MAFG",0.3,0.641666666666667,0.48,0.7,0.3
"ENSG00000265688","MAFG-AS1",0.1,0.108333333333333,0.1,0.1,0.1
"ENSG00000278212","MAFIP",0.1,0.216666666666667,0.14,0.1,0.3
"ENSG00000198517","MAFK",0.1,0.108333333333333,0.2,0.2,0.4
"ENSG00000105695","MAG",0.1,0.1,1.54,0.1,0.1
"ENSG00000198681","MAGEA1",0.1,0.1,0.1,0.1,0.1
"ENSG00000124260","MAGEA10",0.1,0.1,0.1,0.1,0.1
"ENSG00000185247","MAGEA11",0.1,0.1,0.1,0.1,0.1
"ENSG00000213401","MAGEA12",0.1,0.1,0.1,0.1,0.5
"ENSG00000268606","MAGEA2",0.1,0.1,0.1,0.1,0.1
"ENSG00000183305","MAGEA2B",0.1,0.1,0.1,0.1,0.1
"ENSG00000221867","MAGEA3",0.1,0.1,0.1,0.1,0.1
"ENSG00000147381","MAGEA4",0.1,0.1,0.1,0.1,0.1
"ENSG00000242520","MAGEA5",0.1,0.1,0.1,0.1,0.1
"ENSG00000197172","MAGEA6",0.1,0.1,0.12,0.1,0.1
"ENSG00000156009","MAGEA8",0.1,0.1,0.1,0.1,0.1
"ENSG00000123584","MAGEA9",0.1,0.1,0.1,0.1,0.1
"ENSG00000267978","MAGEA9B",0.1,0.1,0.1,0.1,0.1
"ENSG00000214107","MAGEB1",0.1,0.1,0.1,0.1,0.1
"ENSG00000177689","MAGEB10",0.1,0.1,0.1,0.1,0.1
"ENSG00000189023","MAGEB16",0.1,0.1,0.1,0.1,0.1
"ENSG00000176774","MAGEB18",0.1,0.1,0.1,0.1,0.1
"ENSG00000099399","MAGEB2",0.1,0.1,0.1,0.1,0.1
"ENSG00000198798","MAGEB3",0.1,0.1,0.1,0.1,0.1
"ENSG00000120289","MAGEB4",0.1,0.1,0.1,0.1,0.1
"ENSG00000176746","MAGEB6",0.1,0.1,0.1,0.1,0.1
